id,name,description,comments,isEveryoneWorkgroup,isAdministratorWorkgroup,users,allowedRoles,deniedRoles
101,data.Corporate.Finance,Data access to ALL countries (financials),[DATA] PRMS create-read-update-delete ,False,False,@{20=; 23=; 31=; 85=},,
88,data.Corporate.key,Data access to ALL countries (full access),[DATA] PRMS full access,False,False,@{3=; 17=; 20=; 85=},,
252,data.Corporate.Portfolio,Data access to ALL countries (Portfolio) - used by Portfolio to load marked resultsets,,False,False,@{17=},,
109,data.Corporate.Reserves,Data access to ALL countries (Reserves) - used by Reserves to load marked resultsets,[DATA] PRMS create-read-update-delete ,False,False,@{5=; 42=; 119=; 158=; 201=},,
176,data.Everyone.Economics,combining all data.country.Economics,combining all data.country.Economics,False,False,@{5=; 7=; 14=; 15=; 26=; 43=; 85=; 126=; 162=; 166=; 227=; 228=; 230=; 231=; 256=; 257=; 259=; 261=; 267=; 268=; 271=; 272=; 277=; 280=; 410=},,
149,data.Georgia,Data access to country Georgia,[DATA] PRMS read-update,False,False,@{225=; 229=; 239=; 280=},,
152,data.Georgia.Economics,Data access to country Georgia (economist),[DATA] PRMS create-read-update-delete ,False,False,@{280=},,
129,data.Georgia.Finance,Data access to country Georgia (financials),[DATA] PRMS create-read-update-delete ,False,False,@{239=},,
126,data.Georgia.key,Data access to country Georgia (full access),[DATA] PRMS full access,False,False,@{225=},,
261,data.Georgia.Portfolio,Data access to country Georgia (Portfolio),,False,False,,,
225,data.Georgia.Reserves,Data access to country Georgia (Reserves),[DATA] PRMS create-read-update-delete ,False,False,@{229=},,
138,data.Kurdistan,Data access to country Kurdistan,[DATA] PRMS read-update,False,False,@{238=; 240=; 257=; 263=},,
140,data.Kurdistan.Economics,Data access to country Kurdistan (economist),[DATA] PRMS create-read-update-delete ,False,False,@{257=},,
127,data.Kurdistan.Finance,Data access to country Kurdistan (financials),[DATA] PRMS create-read-update-delete ,False,False,@{240=},,
150,data.Kurdistan.key,Data access to country Kurdistan (full access),[DATA] PRMS full access,False,False,@{238=},,
270,data.Kurdistan.Portfolio,Data access to country Kurdistan (Portfolio),,False,False,,,
211,data.Kurdistan.Reserves,Data access to country Kurdistan (Reserves),[DATA] PRMS create-read-update-delete ,False,False,@{263=},,
63,data.Libya,Data access to country Libya,[DATA] PRMS read-update,False,False,@{245=; 247=; 249=; 261=},,
94,data.Libya.Economics,Data access to country Libya (economist),[DATA] PRMS create-read-update-delete ,False,False,@{261=},,
100,data.Libya.Finance,Data access to country Libya (financials),[DATA] PRMS create-read-update-delete ,False,False,@{249=},,
64,data.Libya.key,Data access to country Libya (full access),[DATA] PRMS full access,False,False,@{245=},,
268,data.Libya.Portfolio,Data access to country Libya (Portfolio),,False,False,,,
215,data.Libya.Reserves,Data access to country Libya (Reserves),[DATA] PRMS create-read-update-delete ,False,False,@{247=},,
169,data.Malaysia,Data access to country Malaysia,[DATA] PRMS read-update,False,False,@{224=; 253=; 265=; 267=},,
